tradeId,startTime,endTime,side,entryPrice,exitPrice,size,grossPnL,fee,netPnL,returnPercent,entryReason,exitReason,holdingHours,entryVolumeRatio,entryVolumeInterpretation,entryADX,entryADXState
53,2026-08-12T23:33:18.345Z,2026-08-12T23:42:58.371Z,SHORT,63449.90,63425.01,2.1000,52.27,0.05,52.22,0.04,🔴 SLOWDOWN (1m, score: 1.00); RSI EXTREME overbought (75.2); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (38.3) with rising trend - taking profit,0.16,1.00,NORMAL,3.70,RANGING
54,2026-08-12T23:44:48.389Z,2026-08-12T23:51:28.396Z,LONG,63390.00,63429.41,2.1000,82.76,0.08,82.68,0.06,🟢 SLOWDOWN (1m, score: 1.00); RSI oversold (30.3); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (74.6) with falling trend - taking profit,0.11,1.00,NORMAL,3.70,RANGING
55,2026-08-12T23:52:38.406Z,2026-08-13T00:42:38.494Z,SHORT,63425.18,63509.17,2.1000,-176.38,0.18,-176.56,-0.13,🔴 SLOWDOWN (30s, score: 1.00); RSI overbought (69.4); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (15.3) with rising trend - taking profit,0.83,1.00,NORMAL,3.70,RANGING
56,2026-08-13T00:50:18.501Z,2026-08-13T02:02:48.614Z,SHORT,63579.99,63466.00,2.0900,238.24,0.24,238.00,0.18,🔴 SLOWDOWN (15m, score: 1.00); RSI EXTREME overbought (72.4); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (37.7) with rising trend - taking profit,1.21,1.00,NORMAL,4.37,RANGING
57,2026-08-13T02:11:58.627Z,2026-08-13T02:20:18.645Z,SHORT,63444.30,63449.14,2.1000,-10.16,0.01,-10.17,-0.01,🔴 SLOWDOWN (10s, score: 1.00); RSI overbought (57.0); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (36.7) with rising trend - taking profit,0.14,1.00,NORMAL,4.91,RANGING
58,2026-08-13T02:21:38.645Z,2026-08-13T03:00:48.726Z,SHORT,63458.00,63550.01,2.1000,-193.22,0.19,-193.41,-0.15,🔴 SLOWDOWN (30s, score: 1.00); RSI overbought (63.9); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (26.0) with rising trend - taking profit,0.65,1.00,NORMAL,3.70,RANGING
59,2026-08-13T03:04:38.731Z,2026-08-13T04:40:48.908Z,LONG,63531.06,63681.88,2.0900,315.21,0.32,314.90,0.24,🟢 SLOWDOWN (30s, score: 1.00); RSI oversold (33.3); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (62.9) with falling trend - taking profit,1.60,1.00,NORMAL,3.70,RANGING
60,2026-08-13T04:42:28.915Z,2026-08-13T04:47:58.918Z,LONG,63688.00,63754.73,2.0900,139.47,0.14,139.33,0.10,🟢 SLOWDOWN (5m, score: 1.00); RSI oversold (42.6); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (61.2) with falling trend - taking profit,0.09,1.00,NORMAL,3.70,RANGING
61,2026-08-13T04:57:48.933Z,2026-08-13T07:37:59.233Z,SHORT,63731.20,63892.29,2.0900,-336.68,0.34,-337.01,-0.25,🔴 SLOWDOWN (1m, score: 1.00); RSI overbought (58.3); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (8.6) with rising trend - taking profit,2.67,1.00,NORMAL,5.04,RANGING
1,2026-08-13T07:57:04.665Z,2026-08-13T08:29:24.722Z,SHORT,63861.36,63784.60,3.1300,240.26,0.24,240.02,0.12,🔴 SLOWDOWN (10s, score: 1.00); RSI EXTREME overbought (90.9); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (20.6) with rising trend - taking profit,0.54,1.00,NORMAL,3.70,RANGING
2,2026-08-13T08:34:14.718Z,2026-08-13T09:01:54.770Z,LONG,63775.00,63766.81,3.1300,-25.63,0.03,-25.66,-0.01,🟢 SLOWDOWN (5m, score: 1.00); RSI EXTREME oversold (35.2); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (78.8) with falling trend - taking profit,0.46,1.00,NORMAL,5.86,RANGING
3,2026-08-13T09:08:04.800Z,2026-08-13T09:54:34.876Z,LONG,63700.00,63764.81,3.1300,202.86,0.20,202.65,0.10,🟢 SLOWDOWN (1m, score: 1.00); RSI EXTREME oversold (12.8); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (87.3) with falling trend - taking profit,0.78,1.00,NORMAL,5.38,RANGING
4,2026-08-13T09:55:04.895Z,2026-08-13T10:04:44.924Z,SHORT,63764.81,63705.45,3.1300,185.80,0.19,185.61,0.09,🔴 SLOWDOWN (10s, score: 1.00); RSI EXTREME overbought (87.3); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (35.4) with rising trend - taking profit,0.16,1.00,NORMAL,5.12,RANGING
5,2026-08-13T10:09:04.899Z,2026-08-13T11:41:55.089Z,LONG,63636.00,63452.29,3.1400,-576.85,0.58,-577.43,-0.29,🟢 SLOWDOWN (1m, score: 1.00); RSI EXTREME oversold (43.1); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (63.9) with falling trend - taking profit,1.55,1.00,NORMAL,3.70,RANGING
6,2026-08-13T11:47:45.105Z,2026-08-13T14:57:45.439Z,SHORT,63502.40,63880.28,3.1400,-1186.54,1.19,-1187.73,-0.60,🔴 SLOWDOWN (1m, score: 1.00); RSI EXTREME overbought (79.7); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (39.2) with rising trend - taking profit,3.17,1.00,NORMAL,5.25,RANGING
7,2026-08-13T15:01:25.443Z,2026-08-13T15:57:45.574Z,SHORT,63924.37,63560.54,3.1200,1135.15,1.14,1134.01,0.57,🔴 SLOWDOWN (10s, score: 1.00); RSI EXTREME overbought (58.4); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (38.3) with rising trend - taking profit,0.94,1.00,NORMAL,4.06,RANGING
8,2026-08-13T15:58:15.575Z,2026-08-13T19:07:05.960Z,LONG,63508.05,63405.46,3.1400,-322.13,0.32,-322.45,-0.16,🟢 SLOWDOWN (30s, score: 1.00); RSI EXTREME oversold (37.1); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (66.4) with falling trend - taking profit,3.15,1.00,NORMAL,1.47,RANGING
9,2026-08-13T19:10:45.965Z,2026-08-13T20:52:36.179Z,SHORT,63456.00,63393.65,3.1500,196.40,0.20,196.21,0.10,🔴 SLOWDOWN (30s, score: 1.00); RSI EXTREME overbought (63.3); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (38.0) with rising trend - taking profit,1.70,1.00,NORMAL,3.70,RANGING
10,2026-08-13T21:09:16.228Z,2026-08-14T05:19:17.317Z,LONG,63442.43,63344.35,3.1500,-308.95,0.31,-309.26,-0.15,🟢 SLOWDOWN (30s, score: 1.00); RSI EXTREME oversold (41.0); ⏰ Entering BEFORE RSI reversal,⏰ Max holding time reached (8.2 hours),8.17,1.00,NORMAL,5.98,RANGING
11,2026-08-14T05:24:27.328Z,2026-08-14T10:15:47.956Z,LONG,63289.33,62853.99,3.1600,-1375.67,1.38,-1377.05,-0.69,🟢 SLOWDOWN (30s, score: 1.00); RSI EXTREME oversold (28.7); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (63.6) with falling trend - taking profit,4.86,1.00,NORMAL,3.70,RANGING
12,2026-08-14T10:20:17.980Z,2026-08-14T12:11:28.167Z,SHORT,62900.01,62792.68,3.1700,340.24,0.34,339.90,0.17,🔴 SLOWDOWN (5m, score: 1.00); RSI EXTREME overbought (71.8); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (37.6) with rising trend - taking profit,1.85,1.00,NORMAL,3.70,RANGING
13,2026-08-14T12:15:18.169Z,2026-08-14T13:01:58.254Z,SHORT,62827.46,62729.78,3.1800,310.62,0.31,310.31,0.16,🔴 SLOWDOWN (10s, score: 1.00); RSI EXTREME overbought (57.5); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (35.5) with rising trend - taking profit,0.78,1.00,NORMAL,3.70,RANGING
14,2026-08-14T13:02:08.278Z,2026-08-14T20:23:29.145Z,LONG,62732.18,62969.73,3.1800,755.41,0.76,754.65,0.38,🟢 SLOWDOWN (10s, score: 1.00); RSI EXTREME oversold (37.1); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (69.8) with falling trend - taking profit,7.36,1.00,NORMAL,1.86,RANGING
15,2026-08-14T20:33:59.165Z,2026-08-15T00:58:39.734Z,LONG,62934.90,63021.28,3.1700,273.82,0.27,273.55,0.14,🟢 SLOWDOWN (30s, score: 1.00); RSI EXTREME oversold (25.9); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (83.0) with falling trend - taking profit,4.41,1.00,NORMAL,5.35,RANGING
16,2026-08-15T01:04:49.753Z,2026-08-15T09:05:01.003Z,LONG,63006.04,62922.01,3.1700,-266.38,0.27,-266.64,-0.13,🟢 SLOWDOWN (1m, score: 1.00); RSI EXTREME oversold (9.1); ⏰ Entering BEFORE RSI reversal,⏰ Max holding time reached (8.0 hours),8.00,1.00,NORMAL,3.70,RANGING
17,2026-08-15T09:05:11.003Z,2026-08-15T13:29:01.549Z,LONG,62922.01,63043.25,3.1700,384.33,0.38,383.95,0.19,🟢 SLOWDOWN (1m, score: 1.00); RSI EXTREME oversold (24.2); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (69.8) with falling trend - taking profit,4.40,1.00,NORMAL,5.27,RANGING
18,2026-08-15T13:31:31.558Z,2026-08-15T16:31:51.883Z,LONG,63031.47,63119.87,3.1700,280.23,0.28,279.95,0.14,🟢 SLOWDOWN (5m, score: 1.00); RSI EXTREME oversold (3.7); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (62.5) with falling trend - taking profit,3.01,1.00,NORMAL,4.97,RANGING
19,2026-08-15T16:36:01.890Z,2026-08-16T00:44:52.892Z,LONG,63095.90,63069.99,3.1600,-81.88,0.08,-81.96,-0.04,🟢 SLOWDOWN (30s, score: 1.00); RSI EXTREME oversold (21.0); ⏰ Entering BEFORE RSI reversal,⏰ Max holding time reached (8.1 hours),8.15,1.00,NORMAL,3.70,RANGING
20,2026-08-16T00:46:53.001Z,2026-08-16T01:57:32.929Z,SHORT,63083.80,63054.69,3.1700,92.28,0.09,92.19,0.05,🔴 SLOWDOWN (30s, score: 1.00); RSI EXTREME overbought (96.5); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (7.4) with rising trend - taking profit,1.18,1.00,NORMAL,5.39,RANGING
21,2026-08-16T01:58:22.931Z,2026-08-16T10:02:03.781Z,LONG,63054.69,62979.02,3.1700,-239.87,0.24,-240.11,-0.12,🟢 SLOWDOWN (5m, score: 1.00); RSI EXTREME oversold (6.8); ⏰ Entering BEFORE RSI reversal,⏰ Max holding time reached (8.1 hours),8.06,1.00,NORMAL,3.70,RANGING
22,2026-08-16T10:02:13.767Z,2026-08-16T12:03:34.016Z,LONG,62979.02,63013.66,3.1700,109.81,0.11,109.70,0.05,🟢 SLOWDOWN (1m, score: 1.00); RSI EXTREME oversold (25.3); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (86.8) with falling trend - taking profit,2.02,1.00,NORMAL,3.70,RANGING
23,2026-08-16T12:07:54.006Z,2026-08-16T20:13:24.888Z,SHORT,63025.42,63135.26,3.1700,-348.19,0.35,-348.54,-0.17,🔴 SLOWDOWN (5m, score: 1.00); RSI EXTREME overbought (96.2); ⏰ Entering BEFORE RSI reversal,⏰ Max holding time reached (8.1 hours),8.09,1.00,NORMAL,3.70,RANGING
24,2026-08-16T20:20:04.894Z,2026-08-17T04:24:25.895Z,LONG,63127.44,63517.24,3.1600,1231.77,1.23,1230.54,0.62,🟢 SLOWDOWN (5m, score: 1.00); RSI EXTREME oversold (4.9); ⏰ Entering BEFORE RSI reversal,⏰ Max holding time reached (8.1 hours),8.07,1.00,NORMAL,5.31,RANGING
25,2026-08-17T04:27:15.910Z,2026-08-17T06:12:16.187Z,LONG,63496.06,63586.00,3.1400,282.41,0.28,282.13,0.14,🟢 SLOWDOWN (1m, score: 1.00); RSI EXTREME oversold (33.4); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (61.9) with falling trend - taking profit,1.75,1.00,NORMAL,4.39,RANGING
26,2026-08-17T06:16:26.207Z,2026-08-17T11:41:17.022Z,LONG,63581.26,63692.36,3.1400,348.85,0.35,348.51,0.17,🟢 SLOWDOWN (30s, score: 1.00); RSI EXTREME oversold (41.5); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (83.2) with falling trend - taking profit,5.41,1.00,NORMAL,3.70,RANGING
27,2026-08-17T11:46:57.033Z,2026-08-17T12:07:47.063Z,SHORT,63736.35,63595.56,3.1300,440.67,0.44,440.23,0.22,🔴 SLOWDOWN (30s, score: 1.00); RSI EXTREME overbought (77.1); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (26.1) with rising trend - taking profit,0.35,1.00,NORMAL,4.39,RANGING
28,2026-08-17T12:11:57.068Z,2026-08-17T12:28:27.088Z,SHORT,63617.80,63574.57,3.1400,135.74,0.14,135.61,0.07,🔴 SLOWDOWN (30s, score: 1.00); RSI EXTREME overbought (58.6); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (39.5) with rising trend - taking profit,0.28,1.00,NORMAL,5.64,RANGING
29,2026-08-17T12:29:57.099Z,2026-08-17T20:33:18.295Z,LONG,63579.57,64360.27,3.1400,2451.40,2.45,2448.95,1.23,🟢 SLOWDOWN (30s, score: 1.00); RSI EXTREME oversold (41.2); ⏰ Entering BEFORE RSI reversal,⏰ Max holding time reached (8.1 hours),8.06,1.00,NORMAL,4.57,RANGING
30,2026-08-17T20:58:48.330Z,2026-08-18T00:04:08.691Z,SHORT,64388.01,64482.33,3.1000,-292.39,0.29,-292.68,-0.15,🔴 SLOWDOWN (1m, score: 1.00); RSI EXTREME overbought (56.1); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (24.2) with rising trend - taking profit,3.09,1.00,NORMAL,5.79,RANGING
31,2026-08-18T00:06:28.690Z,2026-08-18T03:40:59.067Z,LONG,64482.34,64134.22,3.1000,-1079.17,1.08,-1080.25,-0.54,🟢 SLOWDOWN (5m, score: 1.00); RSI EXTREME oversold (5.5); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (79.8) with falling trend - taking profit,3.58,1.00,NORMAL,2.86,RANGING
32,2026-08-18T03:41:09.068Z,2026-08-18T05:27:29.283Z,SHORT,64134.22,64216.79,3.1100,-256.79,0.26,-257.05,-0.13,🔴 SLOWDOWN (5m, score: 1.00); RSI EXTREME overbought (79.8); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (36.4) with rising trend - taking profit,1.77,1.00,NORMAL,3.70,RANGING
33,2026-08-18T05:27:39.281Z,2026-08-18T06:34:09.414Z,LONG,64216.79,64391.71,3.1100,544.00,0.54,543.46,0.27,🟢 SLOWDOWN (5m, score: 1.00); RSI EXTREME oversold (39.0); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (73.4) with falling trend - taking profit,1.11,1.00,NORMAL,5.19,RANGING
34,2026-08-18T06:35:19.397Z,2026-08-18T07:27:19.489Z,SHORT,64381.04,64308.21,3.1000,225.77,0.23,225.55,0.11,🔴 SLOWDOWN (1m, score: 1.00); RSI EXTREME overbought (64.2); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (38.2) with rising trend - taking profit,0.87,1.00,NORMAL,3.70,RANGING
35,2026-08-18T07:31:39.491Z,2026-08-18T08:21:19.579Z,LONG,64264.00,64236.00,3.1100,-87.08,0.09,-87.17,-0.04,🟢 SLOWDOWN (30s, score: 1.00); RSI EXTREME oversold (15.6); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (74.9) with falling trend - taking profit,0.83,1.00,NORMAL,3.70,RANGING
36,2026-08-18T08:21:29.579Z,2026-08-18T11:52:20.029Z,SHORT,64236.00,64363.04,3.1100,-395.09,0.40,-395.49,-0.20,🔴 SLOWDOWN (1m, score: 1.00); RSI EXTREME overbought (74.9); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (26.9) with rising trend - taking profit,3.51,1.00,NORMAL,3.70,RANGING
37,2026-08-18T11:58:20.034Z,2026-08-18T14:31:10.363Z,SHORT,64350.00,65027.49,3.1000,-2100.22,2.10,-2102.32,-1.05,🔴 SLOWDOWN (30s, score: 1.00); RSI EXTREME overbought (68.2); ⏰ Entering BEFORE RSI reversal,🛑 Stop loss hit at 65027.49,2.55,1.00,NORMAL,5.31,RANGING
38,2026-08-18T14:34:00.365Z,2026-08-18T18:18:50.799Z,LONG,64804.47,64751.99,3.0800,-161.64,0.16,-161.80,-0.08,🟢 SLOWDOWN (15m, score: 1.00); RSI EXTREME oversold (42.4); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (77.1) with falling trend - taking profit,3.75,1.00,NORMAL,0.34,RANGING
39,2026-08-18T18:20:50.801Z,2026-08-18T23:11:01.419Z,SHORT,64759.89,64673.84,3.0800,265.03,0.27,264.77,0.13,🔴 SLOWDOWN (30s, score: 1.00); RSI EXTREME overbought (74.0); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (23.3) with rising trend - taking profit,4.84,1.00,NORMAL,5.33,RANGING
40,2026-08-18T23:11:21.419Z,2026-08-19T00:37:21.598Z,LONG,64673.84,64651.99,3.0900,-67.52,0.07,-67.58,-0.03,🟢 SLOWDOWN (5m, score: 1.00); RSI EXTREME oversold (44.9); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (63.6) with falling trend - taking profit,1.43,1.00,NORMAL,3.70,RANGING
41,2026-08-19T00:53:11.628Z,2026-08-19T01:54:31.731Z,LONG,64527.99,64427.05,3.0900,-311.90,0.31,-312.22,-0.16,🟢 SLOWDOWN (30s, score: 1.00); RSI EXTREME oversold (38.6); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (64.7) with falling trend - taking profit,1.02,1.00,NORMAL,5.24,RANGING
42,2026-08-19T01:54:41.732Z,2026-08-19T03:23:41.917Z,SHORT,64427.05,64384.00,3.1000,133.46,0.13,133.32,0.07,🔴 SLOWDOWN (1m, score: 1.00); RSI EXTREME overbought (64.7); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (37.6) with rising trend - taking profit,1.48,1.00,NORMAL,3.70,RANGING
43,2026-08-19T03:30:51.931Z,2026-08-19T06:22:12.215Z,LONG,64358.00,64272.30,3.1000,-265.67,0.27,-265.94,-0.13,🟢 SLOWDOWN (30s, score: 1.00); RSI EXTREME oversold (33.5); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (80.1) with falling trend - taking profit,2.86,1.00,NORMAL,5.12,RANGING
44,2026-08-19T06:22:32.226Z,2026-08-19T09:47:52.609Z,SHORT,64273.94,64368.18,3.1100,-293.09,0.29,-293.38,-0.15,🔴 SLOWDOWN (30s, score: 1.00); RSI EXTREME overbought (73.7); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (38.1) with rising trend - taking profit,3.42,1.00,NORMAL,2.86,RANGING
45,2026-08-19T09:48:22.601Z,2026-08-19T14:57:03.142Z,LONG,64368.19,65911.94,3.1000,4785.63,4.79,4780.84,2.40,🟢 SLOWDOWN (30s, score: 1.00); RSI EXTREME oversold (38.1); ⏰ Entering BEFORE RSI reversal,🎯 Take profit hit at 65911.94,5.14,1.00,NORMAL,5.85,RANGING
46,2026-08-19T14:57:43.118Z,2026-08-19T15:14:33.164Z,SHORT,65909.75,66683.33,3.0300,-2343.95,2.34,-2346.29,-1.17,🔴 SLOWDOWN (10s, score: 1.00); RSI EXTREME overbought (59.5); ⏰ Entering BEFORE RSI reversal,🛑 Stop loss hit at 66683.33,0.28,1.00,NORMAL,2.91,RANGING
47,2026-08-19T15:17:23.651Z,2026-08-19T15:32:43.203Z,SHORT,66758.58,68176.69,2.9900,-4240.15,4.24,-4244.39,-2.13,🔴 SLOWDOWN (5m, score: 1.00); RSI EXTREME overbought (57.8); ⏰ Entering BEFORE RSI reversal,🛑 Stop loss hit at 68176.69,0.26,1.00,NORMAL,5.39,RANGING
48,2026-08-19T15:59:13.232Z,2026-08-19T19:15:13.480Z,SHORT,68517.73,68174.00,2.9100,1000.25,1.00,999.25,0.50,🔴 SLOWDOWN (10s, score: 1.00); RSI EXTREME overbought (57.1); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (37.9) with rising trend - taking profit,3.27,1.00,NORMAL,0.52,RANGING
49,2026-08-19T19:18:43.485Z,2026-08-19T21:31:43.721Z,LONG,68320.01,69814.01,2.9200,4362.48,4.36,4358.12,2.18,🟢 SLOWDOWN (10s, score: 1.00); RSI EXTREME oversold (44.9); ⏰ Entering BEFORE RSI reversal,🎯 Take profit hit at 69814.01,2.22,1.00,NORMAL,1.20,RANGING
50,2026-08-19T21:32:03.722Z,2026-08-20T05:42:14.672Z,SHORT,69798.01,69533.76,2.8600,755.75,0.76,755.00,0.38,🔴 SLOWDOWN (10s, score: 1.00); RSI EXTREME overbought (57.5); ⏰ Entering BEFORE RSI reversal,⏰ Max holding time reached (8.2 hours),8.17,1.00,NORMAL,4.87,RANGING
51,2026-08-20T05:50:24.691Z,2026-08-20T08:12:24.986Z,LONG,69397.63,71062.00,2.8800,4793.39,4.79,4788.59,2.40,🟢 SLOWDOWN (1m, score: 1.00); RSI EXTREME oversold (37.7); ⏰ Entering BEFORE RSI reversal,🎯 Take profit hit at 71062.00,2.37,1.00,NORMAL,5.41,RANGING
52,2026-08-20T08:23:35.003Z,2026-08-20T11:02:15.309Z,LONG,71119.09,72092.01,2.8100,2733.91,2.73,2731.17,1.37,🟢 SLOWDOWN (10s, score: 1.00); RSI EXTREME oversold (44.2); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (66.2) with falling trend - taking profit,2.64,1.00,NORMAL,4.20,RANGING
53,2026-08-20T11:04:25.312Z,2026-08-20T13:32:05.602Z,SHORT,72076.01,71518.00,2.7700,1545.69,1.55,1544.14,0.77,🔴 SLOWDOWN (5m, score: 1.00); RSI EXTREME overbought (57.0); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (38.4) with rising trend - taking profit,2.46,1.00,NORMAL,0.98,RANGING
54,2026-08-20T13:33:45.611Z,2026-08-20T15:04:25.797Z,LONG,71607.95,72468.01,2.7900,2399.57,2.40,2397.17,1.20,🟢 SLOWDOWN (10s, score: 1.00); RSI EXTREME oversold (44.3); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (67.4) with falling trend - taking profit,1.51,1.00,NORMAL,1.46,RANGING
55,2026-08-20T15:05:25.807Z,2026-08-20T18:03:06.202Z,SHORT,72380.01,72603.99,2.7600,-618.18,0.62,-618.80,-0.31,🔴 SLOWDOWN (30s, score: 1.00); RSI EXTREME overbought (61.3); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (34.3) with rising trend - taking profit,2.96,1.00,NORMAL,0.82,RANGING
56,2026-08-20T18:03:46.206Z,2026-08-21T01:17:27.085Z,LONG,72652.00,74152.47,2.7500,4126.29,4.13,4122.17,2.06,🟢 SLOWDOWN (1m, score: 1.00); RSI EXTREME oversold (38.6); ⏰ Entering BEFORE RSI reversal,🎯 Take profit hit at 74152.47,7.23,1.00,NORMAL,2.40,RANGING
57,2026-08-21T01:19:37.103Z,2026-08-21T01:50:37.167Z,SHORT,74634.29,75486.76,2.6700,-2276.09,2.28,-2278.37,-1.14,🔴 SLOWDOWN (30s, score: 1.00); RSI EXTREME overbought (59.0); ⏰ Entering BEFORE RSI reversal,🛑 Stop loss hit at 75486.76,0.52,1.00,NORMAL,2.14,RANGING
58,2026-08-21T01:50:47.163Z,2026-08-21T02:47:27.296Z,SHORT,75438.74,74534.80,2.6500,2395.44,2.40,2393.05,1.20,🔴 SLOWDOWN (5m, score: 1.00); RSI EXTREME overbought (56.8); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (38.6) with rising trend - taking profit,0.94,1.00,NORMAL,5.91,RANGING
59,2026-08-21T02:49:07.299Z,2026-08-21T04:48:37.521Z,LONG,74485.66,75029.52,2.6800,1457.54,1.46,1456.09,0.73,🟢 SLOWDOWN (30s, score: 1.00); RSI EXTREME oversold (39.9); ⏰ Entering BEFORE RSI reversal,✅ RSI overbought (61.3) with falling trend - taking profit,1.99,1.00,NORMAL,0.54,RANGING
60,2026-08-21T04:55:27.540Z,2026-08-21T07:07:37.751Z,SHORT,75040.86,75813.12,2.6600,-2054.21,2.05,-2056.27,-1.03,🔴 SLOWDOWN (10s, score: 1.00); RSI EXTREME overbought (55.7); ⏰ Entering BEFORE RSI reversal,🛑 Stop loss hit at 75813.12,2.20,1.00,NORMAL,0.13,RANGING
61,2026-08-21T07:15:37.760Z,2026-08-21T08:30:57.921Z,SHORT,76392.74,77259.55,2.6100,-2262.37,2.26,-2264.64,-1.14,🔴 SLOWDOWN (30s, score: 0.90); RSI EXTREME overbought (62.3); ⏰ Entering BEFORE RSI reversal,🛑 Stop loss hit at 77259.55,1.26,1.00,NORMAL,0.29,RANGING
62,2026-08-21T08:35:17.930Z,2026-08-21T08:52:27.971Z,SHORT,77570.01,78421.01,2.5700,-2187.07,2.19,-2189.26,-1.10,🔴 SLOWDOWN (10s, score: 1.00); RSI EXTREME overbought (56.3); ⏰ Entering BEFORE RSI reversal,🛑 Stop loss hit at 78421.01,0.29,1.00,NORMAL,3.77,RANGING
63,2026-08-21T08:54:17.979Z,2026-08-21T11:36:18.301Z,SHORT,78560.99,76877.98,2.5400,4274.85,4.27,4270.57,2.14,🔴 SLOWDOWN (30s, score: 1.00); RSI EXTREME overbought (57.0); ⏰ Entering BEFORE RSI reversal,🎯 Take profit hit at 76877.98,2.70,1.00,NORMAL,2.78,RANGING
64,2026-08-21T11:39:18.303Z,2026-08-21T17:20:28.990Z,SHORT,77012.04,77272.00,2.5900,-673.30,0.67,-673.97,-0.34,🔴 SLOWDOWN (5m, score: 1.00); RSI EXTREME overbought (57.8); ⏰ Entering BEFORE RSI reversal,✅ RSI oversold (37.2) with rising trend - taking profit,5.69,1.00,NORMAL,5.77,RANGING
